Država,Zlate medalje,Srebrne medalje,Bronaste medalje,Skupaj
Austria,0,0,1,1
Canada,2,1,1,4
Czechoslovakia,0,2,4,6
Federal Republic of Germany,2,1,1,4
Finland,4,3,6,13
France,0,1,2,3
German Democratic Republic (Germany),9,9,6,24
Great Britain,1,0,0,1
Italy,2,0,0,2
Japan,0,1,0,1
Liechtenstein,0,0,2,2
Norway,3,2,4,9
Sweden,4,2,2,8
Switzerland,2,2,1,5
USSR,6,10,9,25
United States of America,4,4,0,8
Yugoslavia,0,1,0,1
